index,0
25073877,66
822215679726100480,53
813286,37
822215673812119553,33
16589206,32
428333,31
818876014390603776,31
78523300,31
457984599,30
118845216,30
471672239,30
818910970567344128,29
18643437,29
41634520,29
22703645,29
196168350,27
22203756,27
39344374,26
807095,25
742143,24
388983706,24
52544275,23
109065990,23
29458079,23
16989178,23
50769180,23
1367531,22
23022687,22
23970102,22
1536791610,21
5402612,21
592730371,21
91882544,21
166751745,21
1339835893,21
1652541,21
759251,21
39349894,20
26487169,20
35039490,20
818927131883356161,20
47253057,19
29442313,19
15976697,19
23083404,19
358545917,19
15485441,19
14669951,19
216881337,18
17995040,18
15846407,18
18247062,18
16129920,18
313038011,17
21439144,17
2467791,17
115485051,17
28628850,17
2908170952,17
2557521,16
79293791,16
237348797,16
17980523,16
833232879324954624,16
3108351,16
1146358172,16
19017675,16
16303106,16
14511951,16
431071870,16
3580248555,16
620571475,16
25101996,16
4761064634,16
19725644,16
2916305152,15
888433015927574530,15
30364057,15
26053643,15
707231479047315456,15
27195114,15
15513604,15
66369181,15
216776631,15
51241574,15
402181258,15
19028953,14
116362700,14
58007320,14
28785486,14
274891222,14
24578794,14
754845211176554496,14
15012486,14
274316654,14
14839147,14
38495835,14
72931184,14
23561980,14
970207298,14
115681686,14
611986351,14
2767680652,14
1917731,14
20713061,14
4717892303,14
19397785,14
409486555,13
14505245,13
7702542,13
15224867,13
468646961,13
20479813,13
19697415,13
50393960,13
18948541,13
4779809419,13
1618641848,13
275276082,13
718561802787930113,13
1955132936,13
954124423,13
45055696,13
729676086632656900,13
900036640986603525,13
11348282,13
166747718,13
14075928,13
14173315,13
4102376488,13
276760126,13
26257166,13
164070785,13
49698134,13
10228272,13
1180379185,13
3012158891,13
20015311,13
5392522,12
261749735,12
4207961,12
462104542,12
25521487,12
119099353,12
27260086,12
931286316,12
39308549,12
322027737,12
3318159007,12
813914393788481540,12
271397818,12
14293310,12
783214,12
347627434,12
64643056,12
108465379,12
2812758328,12
18916432,12
112047805,12
3297022953,12
732980827,12
3284112337,12
26565946,12
114374226,12
18646108,12
56561449,12
292929271,12
14529929,12
2417586104,12
374712154,12
27311044,11
857001662,11
5988062,11
802300570795020288,11
1074480192,11
2845681325,11
1330457336,11
9300262,11
60784269,11
612473,11
313024334,11
27522964,11
11134252,11
13393052,11
3307670633,11
547969112,11
806579094729224192,11
708471306702823424,11
20776147,11
15210670,11
87229781,11
208083510,11
14159148,11
16017475,11
4165642155,11
2316246829,11
4510755552,11
334053327,11
237845487,11
850036892,11
37599351,11
18228898,11
