index,0
25073877,70
822215679726100480,56
16589206,45
196168350,44
22703645,44
78523300,42
457984599,42
18643437,40
41634520,38
471672239,36
818910970567344128,35
818876014390603776,35
118845216,34
22203756,34
39344374,34
822215673812119553,33
50769180,32
39349894,32
18247062,31
35039490,31
91882544,30
2908170952,28
109065990,28
52544275,28
29458079,27
818927131883356161,27
237348797,27
14669951,27
388983706,26
17995040,26
813286,26
1367531,26
20713061,25
274891222,25
2417586104,24
17980523,24
15513604,24
38495835,24
23970102,24
166751745,23
592730371,23
47253057,23
358545917,23
4717892303,22
237403203,22
313038011,22
16989178,22
428333,22
5402612,22
15976697,22
807095,22
23022687,22
26487169,21
19017675,21
14839147,21
468646961,20
431071870,20
216881337,20
292929271,20
1074480192,19
313024334,19
833232879324954624,19
759251,19
51241574,19
39308549,19
56561449,19
1180379185,19
44945327,19
164070785,19
29442313,19
954124423,18
18646108,18
274316654,18
14505245,18
1146358172,18
802300570795020288,18
25101996,18
1652541,18
3318159007,18
462104542,18
108465379,18
171632862,18
247723476,17
29216764,17
20733972,17
4121225056,17
1339835893,17
861564422900330498,17
2916305152,17
19725644,17
275276082,17
79293791,17
729676086632656900,16
216776631,16
166990746,16
706959926879334400,16
108471631,16
112047805,16
7702542,16
65493023,16
806579094729224192,16
742143,16
1394399438,16
1536791610,16
885733974,16
2845849081,16
4761064634,16
970207298,16
16129920,15
1065869268,15
4105765714,15
402181258,15
195271137,15
48459553,15
261749735,15
11348282,15
718561802787930113,15
4165642155,15
732980827,15
166747718,15
822462665910063105,15
28628850,15
787589187247697920,15
282695161,15
27522964,15
4102376488,15
129235890,15
620571475,15
1618641848,15
1955132936,14
14075928,14
2853461537,14
95092020,14
975217231,14
121656624,14
17061263,14
931286316,14
3284112337,14
18956212,14
2887465954,14
75541946,14
3277814538,14
742749379623165955,14
24578794,14
1020857448,14
72931184,14
4289460455,14
4510755552,14
64615109,14
611986351,14
87229781,14
28587919,14
537709549,14
9300262,14
15416505,14
374712154,14
706068592580804610,14
707231479047315456,13
2319339266,13
28785486,13
24233697,13
25429371,13
36715753,13
44914646,13
1674315427,13
115485051,13
820808196956655616,13
16076032,13
767960339547774976,13
11134252,13
52136185,13
3389073989,13
347627434,13
4236806414,13
15669672,13
2467791,13
18916432,13
10774652,13
34428229,13
19697415,13
52944689,13
114374226,13
271397818,13
2845681325,13
322027737,13
4207961,13
33857467,13
101395252,13
2369640619,13
3101613139,13
3108351,13
19091173,13
10228272,13
49698134,13
52352820,12
3022045469,12
3419210573,12
15745368,12
223970563,12
2596413645,12
15846407,12
109441206,12
14173315,12
33529092,12
290097255,12
850036892,12
3167970557,12
47293791,12
3249267995,12
23083404,12
245963716,12
18315727,12
547969112,12
4786763677,12
20322929,12
3307670633,12
39753444,12
16031927,12
1162122936,12
181249422,12
2915187060,12
3580248555,12
115681686,12
2761410968,12
281610530,12
375721095,12
46681100,12
3154508072,12
940368062,12
15485441,12
890319316327047168,12
850408392925499392,12
70024758,12
16303106,12
2921008274,12
2995401932,12
21439144,12
900036640986603525,12
2432310906,12
710990834972233728,12
909448512,12
4261318354,12
116362700,11
4691189473,11
708838526121484288,11
